Series,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,38.87869,..,..,..,..,..,..,43.46901,..,..,43.22662,40.72454,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.22682,..,16.66519,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.44104,24.39089,24.44821,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.86376,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Argentina,ARG,..,24.50903,..,..,..,..,..,..,..,..,..,10.16107,..,12.25868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,8.9002,..,..,..,..,..,..,..,..,..,5.7581,..,..,..,4.8272,..,5.9078,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Aruba,ABW,..,36.05695,..,..,..,..,..,..,..,..,37.97344,..,..,..,..,..,..,..,..,..,26.30292,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.41545,29.97416,28.19268,27.29247,24.84334,24.00822,22.74934,21.10362,19.27611,20.95826,21.5452,18.60431,17.34596,16.87116,16.15204,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Austria,AUT,..,95.1836,..,..,..,..,..,..,..,..,..,..,..,..,..,33.07601,..,35.08846,37.04282,31.93558,30.75009,30.93071,30.16703,29.47121,27.13526,27.53315,27.1067,26.2346,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,11.25601,..,..,..,..,..,..,..,12.03523,12.10542,8.35319,8.31693,8.27324,8.31081,8.36515,8.39685,8.47703,8.53797,8.60009,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Bahamas, The",BHS,57.86277,..,..,..,..,..,..,..,..,..,16.894,..,..,..,..,..,..,..,..,..,6.65967,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bahrain,BHR,..,25.3,..,..,..,..,..,..,..,..,..,10.98843,..,..,..,..,..,..,..,..,11.49028,..,..,..,..,..,17.8314,17.69192,14.93704,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,8.66824,..,..,..,..,..,..,..,..,..,11.15888,11.53592,11.72024,11.84908,12.75411,13.02902,13.47629,13.86038,14.28722,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,53.22152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.73746,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.53106,..,17.51425,17.13102,17.33292,16.61914,16.11652,16.60694,17.84956,17.49015,17.2098,17.08459,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Belize,BLZ,..,15.15988,..,..,..,..,..,..,..,..,..,..,..,..,..,42.74138,..,..,..,..,42.40449,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bermuda,BMU,..,64.99043,..,..,..,..,..,..,..,..,5.31906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.90955,..,..,..,..,9.66239,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bolivia,BOL,..,..,12.5,..,..,..,..,..,..,..,..,5.79705,..,..,..,..,6.91402,..,7.65234,7.16639,..,..,7.29042,..,..,13.8287,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.90572,15.48109,..,..,21.9766,22.0238,22.13449,..,21.49228,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.59379,..,12.62991,13.38186,13.78166,12.64642,14.38208,13.69877,13.56505,13.43527,13.17847,13.22853,12.69134,12.38656,12.04526,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,British Virgin Islands,VGB,..,37.55235,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.31858,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Bulgaria,BGR,..,..,33.93644,..,..,..,..,..,..,..,..,27.02253,..,..,..,..,26.23139,24.86894,24.57974,24.31162,23.78241,23.53822,22.44805,20.87099,20.55344,20.01748,19.833,19.10219,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.82462,0.78212,..,..,..,..,..,..,4.39229,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Burundi,BDI,1.55047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.51087,..,..,..,..,..,2.14153,..,..,3.25687,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.36774,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.77327,9.26847,6.54204,..,..,..,..,1.67005,2.12528,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.88809,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Canada,CAN,..,35.64395,..,..,..,..,..,..,..,..,..,35.11174,..,..,..,..,20.87792,..,..,..,..,17.25949,..,..,..,..,15.11262,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.66981,12.10524,..,..,..,..,..,6.54481,5.44294,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.29507,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.30098,..,..,26.10253,21.34022,..,21.48675,21.46896,..,21.56715,..,20.94801,..,19.63763,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,China,CHN,..,..,..,..,..,..,..,..,..,..,40.29458,..,..,..,..,..,..,..,..,..,39.45552,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2862,7.56341,5.6393,5.52227,5.39737,5.28638,5.16103,5.24383,5.13182,4.98812,5.02516,5.10155,4.89948,..,4.77369,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.22855,..,..,19.89215,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1191,13.61693,12.92196,13.12106,13.13619,12.74639,..,14.24741,14.9703,14.43344,..,14.74002,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,15.85358,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.48415,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,21.31729,..,..,..,..,..,..,..,..,..,21.91632,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,25.67357,..,..,..,..,..,..,..,..,..,22.00408,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Cyprus,CYP,..,..,31,..,..,..,..,..,..,..,..,..,..,..,10.19555,10.56356,10.09441,9.30497,9.45916,10.28933,9.86986,9.19262,9.4146,9.26661,8.95878,9.40134,8.57671,..,8.25417,..,..
